customer_id,salary_delay_days,salary_amount_variance,salary_frequency_irregular,savings_drawdown_rate_4w,savings_balance_trend_slope,emergency_fund_days,upi_lending_app_txn_count_30d,upi_lending_app_amount_30d,upi_lending_app_diversity,utility_payment_delay_avg,bill_payment_delay_max,discretionary_spend_pct_change,essential_spend_ratio,atm_withdrawal_spike_30d,has_loan,emi_to_income_ratio,loan_to_income_ratio,age,monthly_income,employment_type,city_tier,will_default_in_21_days
CUST00000020,-1,0.0,0,0.177,1593.59,776.9,0,0.0,0,0.0,0.0,0.5031,0.7252,0.0,1,0.1611,0.2517,33,80456.14,SELF_EMPLOYED,TIER_2,0
CUST00000021,0,0.0298,0,-0.2762,-669.91,18.1,1,22753.01,1,9.2,12.0,-0.5996,0.9102,0.0,1,0.186,2.2674,38,86233.62,SALARIED,TIER_3,1
CUST00000022,0,0.0283,0,-0.0368,-544.73,193.5,0,0.0,0,0.0,0.0,-0.5852,0.8175,1.5,0,0.0,0.0,40,65466.01,SALARIED,TIER_2,0
CUST00000023,1,0.0092,0,0.075,297.52,170.0,0,0.0,0,2.1,4.0,1.0975,0.771,0.5,0,0.0,0.0,29,63065.4,SALARIED,TIER_1,0
CUST00000024,0,0.0139,0,-0.0176,-923.08,603.8,0,0.0,0,0.0,0.0,-0.3736,0.5913,0.5,1,0.5058,0.2529,41,103502.72,SALARIED,TIER_1,0
CUST00000025,-1,0.0,0,-0.3382,-512.85,5.1,4,66184.84,2,9.4,14.0,-1.0,1.0,2.5,0,0.0,0.0,49,110623.48,SELF_EMPLOYED,TIER_1,0
CUST00000026,0,0.0178,0,-0.3525,-334.54,5.1,2,31181.16,2,9.7,14.0,1.6932,0.805,0.5,0,0.0,0.0,33,45801.96,SALARIED,TIER_1,1
CUST00000027,0,0.1057,0,-0.3342,-473.61,16.2,0,0.0,0,7.8,12.0,-0.2631,0.8499,0.0,1,0.4723,0.6199,31,70008.73,SALARIED,TIER_2,0
CUST00000028,0,0.0448,0,-0.0306,-195.19,651.1,0,0.0,0,0.0,0.0,0.444,0.5174,0.0,1,0.2336,0.1752,26,63864.68,SALARIED,TIER_2,0
CUST00000029,-1,0.0,0,0.1053,1255.39,310.5,0,0.0,0,0.0,0.0,-0.3081,0.4152,1.5,1,0.3889,3.4518,31,65320.38,SELF_EMPLOYED,TIER_2,0
CUST00000030,-1,0.0,0,0.0525,1207.33,587.8,0,0.0,0,0.0,0.0,1.7322,0.3909,0.0,1,0.2206,0.0965,32,233824.23,BUSINESS,TIER_1,0
CUST00000031,-1,0.0,0,-0.1451,-211.51,12.7,2,33739.17,2,9.9,14.0,-0.0915,0.7036,0.0,1,0.2685,0.772,36,74315.79,BUSINESS,TIER_1,1
CUST00000032,-1,0.0,0,0.0003,350.3,329.0,0,0.0,0,0.0,0.0,-0.1532,0.2991,3.0,1,0.2648,0.5131,24,102706.73,SELF_EMPLOYED,TIER_1,0
CUST00000033,-1,0.0,0,-0.0113,59.86,593.4,0,0.0,0,1.8,4.0,-0.1427,0.7547,0.0,0,0.0,0.0,31,55028.35,SELF_EMPLOYED,TIER_2,0
CUST00000034,0,0.023,0,0.1583,1088.79,383.1,0,0.0,0,0.0,0.0,-0.4369,0.3639,1.5,1,0.3184,2.945,38,53843.17,SALARIED,TIER_2,0
CUST00000035,0,0.0828,0,-0.3029,-508.45,35.3,0,0.0,0,9.0,14.0,-0.4813,0.9512,0.0,1,0.2045,0.3195,29,52082.5,SALARIED,TIER_1,1
CUST00000036,0,0.0092,0,0.0447,326.56,396.1,0,0.0,0,0.0,0.0,-0.3316,0.5707,0.0,1,0.1844,0.2305,40,71872.3,SALARIED,TIER_2,1
CUST00000037,0,0.0009,0,0.0614,387.11,614.9,0,0.0,0,0.0,0.0,-0.1545,0.6412,0.0,1,0.6593,0.4121,42,62713.29,SALARIED,TIER_2,0
CUST00000038,0,0.0293,0,0.0437,313.47,400.7,0,0.0,0,0.0,0.0,0.3725,0.6182,0.0,1,0.205,0.2947,53,107406.16,SALARIED,TIER_1,1
CUST00000039,4,0.0781,0,-0.2562,-520.29,16.7,3,46978.29,3,8.8,14.0,0.0,0.839,0.0,0,0.0,0.0,38,96523.52,SALARIED,TIER_2,1
CUST00000040,0,0.1191,0,-0.2855,-482.13,12.7,2,19284.73,1,8.2,14.0,1.2949,0.86,1.0,1,0.2249,0.3093,30,66862.4,SALARIED,TIER_1,0
CUST00000041,0,0.0292,0,-0.0134,-83.95,258.3,0,0.0,0,2.3,4.0,0.0,0.6584,0.0,0,0.0,0.0,50,102960.15,SALARIED,TIER_1,1
CUST00000042,-1,0.0,0,-0.1942,-836.0,45.5,2,45344.4,2,8.8,13.0,-1.0,1.0,0.0,1,0.182,1.5807,49,155197.58,BUSINESS,TIER_2,1
CUST00000043,3,0.0292,0,-0.2667,-969.22,15.9,2,21002.92,2,8.7,12.0,5.9348,0.5858,2.0,1,0.1352,0.2282,39,100613.12,SALARIED,TIER_2,1
CUST00000044,0,0.0131,0,-0.0927,-458.13,115.0,0,0.0,0,2.4,3.0,-0.5236,0.8405,1.0,1,0.2619,0.5402,31,72837.84,SALARIED,TIER_2,0
CUST00000045,-1,0.0,0,0.0501,139.93,240.5,0,0.0,0,0.0,0.0,-0.2766,0.6999,0.0,1,0.3016,0.245,37,42559.91,SELF_EMPLOYED,TIER_3,0
CUST00000046,0,0.0249,0,0.0351,281.17,559.6,0,0.0,0,0.0,0.0,-0.7996,0.8605,0.5,1,0.4941,0.4015,44,86312.42,SALARIED,TIER_3,0
CUST00000047,0,0.018,0,0.1152,1744.14,532.7,0,0.0,0,0.0,0.0,1.0085,0.469,0.0,1,0.1454,0.2635,40,75289.3,SALARIED,TIER_3,0
CUST00000048,0,0.0276,0,0.026,416.25,350.1,0,0.0,0,0.0,0.0,-0.1335,0.5426,1.5,1,0.3877,3.6103,34,69267.72,SALARIED,TIER_2,0
CUST00000049,-1,0.0,0,0.1257,1562.48,908.5,0,0.0,0,0.0,0.0,0.4344,0.3172,0.5,1,0.5624,3.058,43,77344.47,BUSINESS,TIER_1,0
CUST00000050,0,0.0294,0,0.076,1167.22,789.8,0,0.0,0,0.0,0.0,-0.7534,0.758,0.5,1,0.2487,0.2021,50,111175.49,SALARIED,TIER_2,0
CUST00000051,0,0.0276,0,0.0163,626.48,949.9,0,0.0,0,0.0,0.0,-0.5924,0.5216,0.0,1,0.3028,0.3217,37,77003.56,SALARIED,TIER_2,0
CUST00000052,0,0.0695,0,-0.1857,-303.74,14.0,3,45709.25,3,8.5,14.0,-0.2247,0.9311,0.0,1,0.6794,0.637,32,47893.22,SALARIED,TIER_1,1
CUST00000053,0,0.0042,0,0.0589,515.78,629.1,0,0.0,0,0.0,0.0,0.5056,0.584,0.0,0,0.0,0.0,41,70317.95,SALARIED,TIER_2,0
CUST00000054,-1,0.0,0,-0.0758,-613.61,416.6,0,0.0,0,0.0,0.0,-0.152,0.4538,0.0,1,0.2436,3.1361,46,81388.55,SELF_EMPLOYED,TIER_1,0
CUST00000055,0,0.0121,0,0.1128,1984.77,633.9,0,0.0,0,0.0,0.0,-0.5533,0.4804,1.5,0,0.0,0.0,50,88959.55,SALARIED,TIER_2,0
CUST00000056,-1,0.0,0,-0.0567,-285.95,196.0,0,0.0,0,2.0,4.0,0.4255,0.6409,0.0,0,0.0,0.0,44,131225.41,BUSINESS,TIER_1,0
CUST00000057,-1,0.0,0,0.149,4112.32,1072.1,0,0.0,0,0.0,0.0,1.2469,0.5422,0.0,1,0.2946,2.6327,38,159388.59,BUSINESS,TIER_2,0
CUST00000058,-1,0.0,0,0.0365,119.5,57.6,1,17948.18,1,1.9,4.0,-0.7353,0.5793,0.0,1,0.3127,0.8209,26,27025.24,GIG_WORKER,TIER_1,1
CUST00000059,0,0.0151,0,0.017,223.97,567.8,0,0.0,0,0.0,0.0,-0.658,0.7441,0.0,1,0.2215,0.4015,31,52266.3,SALARIED,TIER_1,1
CUST00000060,0,0.027,0,0.0759,775.3,722.9,0,0.0,0,0.0,0.0,0.1509,0.634,0.0,1,0.3532,3.4221,24,56068.31,SALARIED,TIER_3,0
CUST00000061,-1,0.0,0,0.107,4266.34,1445.2,0,0.0,0,0.0,0.0,1.9776,0.3809,0.0,0,0.0,0.0,55,164801.7,BUSINESS,TIER_1,0
CUST00000062,-1,0.0,0,-0.1743,-576.78,18.3,1,19859.95,1,8.2,12.0,0.0,0.8805,2.5,1,0.1713,0.4069,29,83228.84,SELF_EMPLOYED,TIER_3,1
CUST00000063,0,0.0005,0,0.1473,1104.18,477.5,0,0.0,0,0.0,0.0,1.0321,0.259,0.5,1,0.2964,0.7224,30,71670.59,SALARIED,TIER_3,0
CUST00000064,-1,0.0,0,-0.0761,-626.14,175.7,0,0.0,0,1.7,4.0,0.3203,0.4991,0.0,1,0.3202,4.0628,36,67208.29,SELF_EMPLOYED,TIER_2,0
CUST00000065,-1,0.0,0,-0.0194,-94.56,143.3,0,0.0,0,0.0,0.0,-0.6037,0.5059,2.0,0,0.0,0.0,35,45158.61,SELF_EMPLOYED,TIER_1,0
CUST00000066,-1,0.0,0,-0.171,-606.31,25.9,4,56577.87,3,10.2,14.0,0.0,1.0,0.5,1,0.2219,1.3593,37,110329.75,SELF_EMPLOYED,TIER_3,1
CUST00000067,-1,0.0,0,0.0731,1455.47,1138.5,0,0.0,0,0.0,0.0,1.3061,0.3326,0.0,1,0.2312,0.6648,39,100219.09,SELF_EMPLOYED,TIER_2,0
CUST00000068,0,0.0255,0,-0.0149,-520.02,845.4,0,0.0,0,0.0,0.0,-0.1002,0.562,0.0,0,0.0,0.0,50,126441.22,SALARIED,TIER_3,0
CUST00000069,0,0.0142,0,0.0051,252.46,421.5,0,0.0,0,0.0,0.0,0.285,0.7807,0.0,1,0.1801,0.09,39,66799.03,SALARIED,TIER_1,1
CUST00000070,0,0.0231,0,0.1098,1863.9,573.3,0,0.0,0,0.0,0.0,0.6456,0.54,2.0,1,0.3817,3.6264,54,127467.55,SALARIED,TIER_2,0
CUST00000071,-1,0.0,0,0.1106,638.06,374.5,0,0.0,0,0.0,0.0,-0.087,0.3481,0.5,1,0.1734,0.3034,39,77959.09,SELF_EMPLOYED,TIER_1,0
CUST00000072,-1,0.0,0,0.1436,977.5,820.2,0,0.0,0,0.0,0.0,0.0588,0.3881,0.0,1,0.2973,0.6318,27,44324.34,SELF_EMPLOYED,TIER_3,0
CUST00000073,0,0.0102,0,-0.0047,101.07,210.4,0,0.0,0,1.6,4.0,0.1693,0.6185,1.5,0,0.0,0.0,29,68982.73,SALARIED,TIER_1,1
CUST00000074,2,0.0219,0,-0.0653,-76.0,97.6,1,7915.88,1,1.7,3.0,-0.5768,0.8108,0.5,1,0.168,0.21,36,66669.09,SALARIED,TIER_2,1
CUST00000075,0,0.0633,0,-0.1699,-562.27,17.7,4,62568.57,3,11.0,13.0,0.0,0.7256,0.0,0,0.0,0.0,44,111156.99,SALARIED,TIER_1,0
CUST00000076,0,0.0326,0,-0.0506,-449.2,241.3,0,0.0,0,0.0,0.0,0.1365,0.5106,0.5,1,0.2218,0.3188,35,57828.83,SALARIED,TIER_1,0
CUST00000077,0,0.0468,0,-0.2406,-636.87,61.5,0,0.0,0,9.3,14.0,-1.0,1.0,0.0,1,0.1884,0.2238,38,76092.4,SALARIED,TIER_2,1
CUST00000078,0,0.0247,0,0.1541,1310.27,652.8,0,0.0,0,0.0,0.0,1.0361,0.3685,0.0,0,0.0,0.0,43,81170.14,SALARIED,TIER_2,0
CUST00000079,0,0.0184,0,0.0531,889.69,1104.9,0,0.0,0,0.0,0.0,0.8604,0.3826,0.0,0,0.0,0.0,47,81407.3,SALARIED,TIER_1,0
CUST00000080,0,0.007,0,0.0131,118.58,940.5,0,0.0,0,0.0,0.0,-0.4541,0.5702,0.0,1,0.2822,3.0336,41,95339.99,SALARIED,TIER_3,0
CUST00000081,0,0.0133,0,-0.0489,-416.06,218.4,0,0.0,0,1.7,4.0,4.4522,0.7216,0.0,1,0.6065,0.6444,40,72886.86,SALARIED,TIER_2,1
CUST00000082,0,0.0185,0,0.0126,68.22,568.4,0,0.0,0,0.0,0.0,-0.0366,0.4368,0.5,1,0.5674,0.6029,30,58867.91,SALARIED,TIER_3,0
CUST00000083,0,0.0288,0,-0.1273,-288.89,15.0,2,28220.09,1,11.4,14.0,-0.3435,0.8819,0.5,1,0.2238,0.2238,31,79127.52,SALARIED,TIER_1,1
CUST00000084,-1,0.0,0,0.0114,14.76,586.5,0,0.0,0,1.8,4.0,0.0,0.6321,0.0,0,0.0,0.0,52,201735.16,BUSINESS,TIER_2,0
CUST00000085,-1,0.0,0,-0.018,-342.74,441.4,0,0.0,0,2.3,4.0,0.7122,0.608,0.0,1,0.4488,0.3927,37,103192.04,SELF_EMPLOYED,TIER_3,0
CUST00000086,-1,0.0,0,-0.0795,-907.53,347.6,0,0.0,0,0.0,0.0,0.5857,0.6037,1.5,0,0.0,0.0,30,113171.69,SELF_EMPLOYED,TIER_2,0
CUST00000087,-1,0.0,0,0.0032,8.37,612.5,0,0.0,0,0.0,0.0,0.2313,0.5998,0.0,1,0.2063,0.116,52,138963.42,SELF_EMPLOYED,TIER_2,0
CUST00000088,0,0.0081,0,0.025,70.91,122.3,1,11901.22,1,2.8,4.0,-0.0368,0.7824,0.0,1,0.1624,0.1015,29,57843.86,SALARIED,TIER_3,0
CUST00000089,-1,0.0,0,-0.0687,-313.67,222.2,0,0.0,0,0.0,0.0,4.152,0.4058,0.0,1,0.1909,0.1193,22,58340.38,SELF_EMPLOYED,TIER_3,0
CUST00000090,1,0.0158,0,-0.0873,-662.77,66.6,1,12511.5,1,1.6,4.0,1.9091,0.8175,2.0,0,0.0,0.0,42,73045.68,SALARIED,TIER_2,1
CUST00000091,0,0.0427,0,0.0499,570.1,667.0,0,0.0,0,0.0,0.0,-0.6293,0.6782,0.0,1,0.4012,0.326,46,97569.57,SALARIED,TIER_1,0
CUST00000092,2,0.0146,0,-0.1329,-259.19,18.2,2,28000.58,2,10.2,13.0,-0.3698,0.9112,1.5,1,0.2446,0.6116,40,92695.95,SALARIED,TIER_2,1
CUST00000093,0,0.0157,0,-0.0266,-152.06,114.9,1,20890.24,1,1.7,3.0,1.8102,0.4912,1.5,1,0.2501,0.4845,31,76103.52,SALARIED,TIER_2,0
CUST00000094,-1,0.0,0,-0.1546,-567.02,33.5,1,15620.23,1,8.4,13.0,-0.6671,0.9253,0.0,1,0.3611,3.5205,28,142533.01,SELF_EMPLOYED,TIER_2,1
CUST00000095,0,0.0421,0,-0.2148,-453.21,16.6,1,24242.28,1,10.1,14.0,-1.0,1.0,0.0,0,0.0,0.0,40,61981.07,SALARIED,TIER_3,1
CUST00000096,0,0.0141,0,0.1489,2311.7,858.1,0,0.0,0,0.0,0.0,-0.1033,0.628,0.5,1,0.6393,0.3196,30,73674.06,SALARIED,TIER_3,0
CUST00000097,-1,0.0,0,0.038,250.18,418.2,0,0.0,0,0.0,0.0,-0.1825,0.5872,0.0,1,0.3215,0.3215,23,25162.12,GIG_WORKER,TIER_1,0
CUST00000098,-1,0.0,0,-0.0005,-95.44,77.1,0,0.0,0,2.8,4.0,-0.467,0.8566,2.0,0,0.0,0.0,41,89743.97,SELF_EMPLOYED,TIER_1,1
CUST00000099,0,0.0264,0,0.0824,578.55,256.9,0,0.0,0,0.0,0.0,0.5805,0.4604,1.5,0,0.0,0.0,33,58027.78,SALARIED,TIER_3,0
CUST00000100,0,0.0109,0,0.0883,532.03,240.8,0,0.0,0,0.0,0.0,0.4368,0.3548,0.5,1,0.21,1.8773,27,38688.51,SALARIED,TIER_3,0
CUST00000101,-1,0.0,0,-0.1294,-345.85,19.8,2,39124.93,1,8.0,11.0,0.0,1.0,1.0,1,0.3845,2.2588,35,78432.57,SELF_EMPLOYED,TIER_2,1
CUST00000102,-1,0.0,0,-0.0155,-397.6,308.6,0,0.0,0,0.0,0.0,-0.5231,0.6755,0.5,1,0.2737,0.2224,39,89861.77,SELF_EMPLOYED,TIER_2,0
CUST00000103,0,0.0317,0,-0.047,-596.88,525.3,0,0.0,0,0.0,0.0,-0.0723,0.2389,0.5,1,0.1754,0.3617,58,91255.2,SALARIED,TIER_3,1
CUST00000104,0,0.0299,0,0.0082,-58.01,248.8,1,5968.47,1,2.1,3.0,-0.5607,0.7966,0.5,1,0.4608,3.2255,50,118407.43,SALARIED,TIER_2,1
CUST00000105,0,0.0028,0,-0.1621,-262.2,48.8,0,0.0,0,11.4,14.0,0.0,0.9293,0.0,1,0.3799,4.7249,25,42537.08,SALARIED,TIER_2,1
CUST00000106,-1,0.0,0,-0.3426,-1273.69,16.3,3,62016.68,2,10.9,14.0,0.1128,0.8781,0.0,0,0.0,0.0,26,134126.61,SELF_EMPLOYED,TIER_3,0
CUST00000107,-1,0.0,0,0.0946,3259.41,775.4,0,0.0,0,0.0,0.0,0.5172,0.4452,0.5,1,0.2413,0.4524,28,133294.09,SELF_EMPLOYED,TIER_1,0
CUST00000108,0,0.0112,0,-0.0545,-273.82,61.7,0,0.0,0,2.7,4.0,-0.0957,0.1891,3.0,1,0.2339,0.4386,23,36319.07,SALARIED,TIER_1,0
CUST00000109,-1,0.0,0,0.056,-17.4,130.9,1,16423.16,1,2.4,4.0,-0.4861,0.6864,0.0,1,0.1827,0.2512,29,64146.16,SELF_EMPLOYED,TIER_3,0
CUST00000110,0,0.0529,0,-0.1697,-248.21,11.6,2,25222.28,2,8.3,14.0,-0.8919,0.899,2.0,1,0.1736,1.4651,43,76081.71,SALARIED,TIER_2,1
CUST00000111,0,0.0126,0,0.0899,1113.2,430.4,0,0.0,0,0.0,0.0,-0.5703,0.5329,1.5,1,0.3364,2.9433,29,70089.63,SALARIED,TIER_2,0
CUST00000112,0,0.0227,0,0.004,-124.82,574.7,0,0.0,0,0.0,0.0,-0.0575,0.2825,2.0,1,0.2447,0.4436,44,109084.72,SALARIED,TIER_1,0
CUST00000113,1,0.0363,0,0.041,39.58,270.5,0,0.0,0,1.2,3.0,0.318,0.8188,0.0,1,0.3467,3.6184,37,80805.96,SALARIED,TIER_2,0
CUST00000114,0,0.024,0,-0.0166,-163.35,218.8,0,0.0,0,0.0,0.0,4.613,0.4133,0.5,1,0.2936,0.2752,31,48569.11,SALARIED,TIER_2,0
CUST00000115,0,0.0203,0,-0.0501,-383.7,59.5,1,23955.7,1,2.7,4.0,-0.0399,0.7987,0.5,1,0.6394,0.3197,38,96537.59,SALARIED,TIER_2,0
CUST00000116,0,0.0058,0,-0.0118,241.36,187.1,1,6698.4,1,2.0,4.0,0.8854,0.5172,0.0,0,0.0,0.0,33,56369.46,SALARIED,TIER_2,1
CUST00000117,1,0.0326,0,0.0442,-112.07,89.1,1,20772.02,1,2.4,4.0,-0.129,0.5461,1.0,0,0.0,0.0,32,73680.12,SALARIED,TIER_1,1
CUST00000118,0,0.0077,0,0.0714,630.25,344.9,0,0.0,0,0.0,0.0,0.6901,0.3876,0.0,0,0.0,0.0,40,60573.89,SALARIED,TIER_1,1
CUST00000119,0,0.0351,0,-0.0801,-614.4,311.5,0,0.0,0,0.0,0.0,0.0592,0.3792,0.0,1,0.2619,0.1473,26,62011.14,SALARIED,TIER_1,0
CUST00000120,-1,0.0,0,0.1239,3358.29,929.4,0,0.0,0,0.0,0.0,0.4724,0.608,0.0,1,0.4818,0.4517,30,110284.43,SELF_EMPLOYED,TIER_3,0
CUST00000121,0,0.0164,0,0.0011,174.43,534.5,0,0.0,0,0.0,0.0,1.0991,0.5696,0.0,1,0.4755,2.4072,39,102904.36,SALARIED,TIER_3,0
CUST00000122,-1,0.0,0,0.0833,1192.21,1219.4,0,0.0,0,0.0,0.0,1.2946,0.363,0.0,1,0.2248,2.0937,23,61185.89,SELF_EMPLOYED,TIER_1,0
CUST00000123,0,0.007,0,0.0718,1048.03,535.0,0,0.0,0,0.0,0.0,0.7317,0.5573,0.0,1,0.2779,0.5211,33,78673.73,SALARIED,TIER_1,0
CUST00000124,0,0.0556,0,-0.2334,-274.64,6.0,2,22504.23,2,8.8,14.0,0.0,0.8774,0.0,0,0.0,0.0,24,42242.45,SALARIED,TIER_2,1
CUST00000125,1,0.0089,0,0.0145,76.38,284.8,1,5268.57,1,1.9,3.0,1.6289,0.6259,0.5,1,0.6528,0.2856,45,114506.93,SALARIED,TIER_2,0
CUST00000126,-1,0.0,0,0.0323,461.76,216.0,1,10220.19,1,2.2,4.0,1.3315,0.7328,1.5,0,0.0,0.0,32,126635.24,BUSINESS,TIER_3,0
CUST00000127,0,0.0031,0,-0.0367,-565.99,508.0,0,0.0,0,0.0,0.0,-0.2732,0.6568,0.0,0,0.0,0.0,39,59629.08,SALARIED,TIER_1,0
CUST00000128,0,0.0236,0,0.1438,2254.59,395.3,0,0.0,0,0.0,0.0,0.1997,0.5354,1.5,1,0.3707,0.3939,27,45333.71,SALARIED,TIER_1,0
CUST00000129,0,0.0253,0,0.0631,269.89,93.4,1,22957.66,1,1.7,4.0,0.5991,0.7463,0.5,1,0.4184,3.5824,41,64758.76,SALARIED,TIER_3,0
CUST00000130,0,0.0023,0,-0.0441,-474.29,424.2,0,0.0,0,0.0,0.0,1.1483,0.7818,0.5,1,0.4145,0.6736,44,72436.98,SALARIED,TIER_3,1
CUST00000131,0,0.0227,0,-0.0595,-341.44,93.8,1,13308.9,1,2.4,4.0,0.5173,0.5517,0.0,0,0.0,0.0,45,67461.8,SALARIED,TIER_1,0
CUST00000132,-1,0.0,0,-0.023,-607.43,256.1,0,0.0,0,1.8,4.0,0.236,0.7452,0.5,1,0.1596,0.0798,44,227919.32,BUSINESS,TIER_3,0
CUST00000133,-1,0.0,0,-0.1539,-415.92,173.2,0,0.0,0,2.3,4.0,-0.7852,0.9588,0.0,1,0.3117,0.4675,25,56410.27,GIG_WORKER,TIER_2,0
CUST00000134,0,0.0317,0,0.0148,1182.18,558.0,0,0.0,0,0.0,0.0,-0.4925,0.655,0.5,0,0.0,0.0,48,123037.37,SALARIED,TIER_1,0
CUST00000135,1,0.0312,0,-0.109,-574.46,75.3,1,16548.43,1,2.7,4.0,0.2995,0.746,3.5,1,0.1759,0.2968,32,79866.2,SALARIED,TIER_2,0
CUST00000136,0,0.0052,0,-0.0413,48.87,199.2,0,0.0,0,0.0,0.0,-0.4579,0.3238,0.0,1,0.1783,0.1003,29,41979.89,SALARIED,TIER_1,0
CUST00000137,0,0.0305,0,0.1427,2100.68,584.9,0,0.0,0,0.0,0.0,0.0885,0.5027,0.5,1,0.4678,4.8825,42,105385.88,SALARIED,TIER_2,0
CUST00000138,0,0.0074,0,0.0303,-160.24,259.7,0,0.0,0,0.0,0.0,-0.2282,0.7467,0.0,0,0.0,0.0,31,51255.4,SALARIED,TIER_3,0
CUST00000139,-1,0.0,0,-0.3242,-440.5,6.8,3,36033.77,2,9.3,14.0,1.2291,0.8255,0.0,0,0.0,0.0,41,43217.2,SELF_EMPLOYED,TIER_3,1
CUST00000140,0,0.0327,0,-0.205,-236.51,19.4,1,18642.38,1,9.0,12.0,-0.2042,0.8493,0.0,1,0.3189,3.01,30,67811.9,SALARIED,TIER_1,1
CUST00000141,12,0.0188,0,-0.3036,-484.39,19.4,1,8923.18,1,7.6,13.0,0.0,0.9622,0.0,0,0.0,0.0,51,115673.77,SALARIED,TIER_2,0
CUST00000142,-1,0.0,0,0.1115,1864.31,1163.8,0,0.0,0,0.0,0.0,0.9561,0.6011,0.0,0,0.0,0.0,37,83136.63,SELF_EMPLOYED,TIER_1,0
CUST00000143,0,0.0852,0,-0.2293,-593.0,16.9,3,21719.3,2,9.9,14.0,0.0,0.9364,0.0,1,0.2473,0.6954,32,66413.56,SALARIED,TIER_1,1
